fullName,jerseyNum,height,position,classYr,teamMarketTo,conferenceShortNameTo,teamMarketFrom,conferenceShortNameFrom,mins,ptsScored,ast,reb,stl,blk,ptsScoredPg,astPg,rebPg,stlPg,blkPg
Maddie Geers,,,,,Davenport,GLIAC,Purdue Fort Wayne,Horizon,,,,,,,,,,,
Jordyn Poole,,,,,Dayton,A10,Purdue,Big Ten,,,,,,,,,,,
Tia Morgan,7.0,68.0,G,Senior,Fordham,A10,Purdue Fort Wayne,Horizon,349.48,82.0,19.0,45.0,10.0,1.0,3.15385,0.73077,1.73077,0.38462,0.03846
Mila Reynolds,,,,,UT Arlington,WAC,Purdue,Big Ten,,,,,,,,,,,
Kamara Mills,11.0,69.0,G,Freshman,IU Indy,Horizon,Queens (NC),ASUN,166.43,43.0,6.0,24.0,4.0,1.0,2.04762,0.28571,1.14286,0.19048,0.04762
Jordyn Weaver,,,,,Tulane,American,Queens (NC),ASUN,,,,,,,,,,,
Mikiya House,5.0,72.0,F,Junior,Missouri Western,Mid-America Intercollegiate,Queens (NC),ASUN,38.94,3.0,1.0,12.0,2.0,3.0,0.75,0.25,3.0,0.5,0.75
Kaitlyn Adams,4.0,70.0,F,Sophomore,Delaware St.,MEAC,Queens (NC),ASUN,199.52,58.0,8.0,39.0,11.0,1.0,3.22222,0.44444,2.16667,0.61111,0.05556
Ayanna Franks,3.0,69.0,G,Freshman,Massachusetts,A10,Rhode Island,A10,352.82,101.0,12.0,52.0,17.0,10.0,3.06061,0.36364,1.57576,0.51515,0.30303
Gal Raviv,14.0,69.0,G,Freshman,Miami (FL),ACC,Quinnipiac,MAAC,1195.36,591.0,141.0,180.0,45.0,0.0,17.90909,4.27273,5.45455,1.36364,0.0
Anaëlle Dutat,13.0,72.0,F,Junior,Colorado,Big 12,Rhode Island,A10,1072.97,262.0,48.0,260.0,55.0,18.0,7.93939,1.45455,7.87879,1.66667,0.54545
Hawa Komara,11.0,72.0,F,Senior,George Mason,A10,Rhode Island,A10,957.92,237.0,22.0,209.0,18.0,9.0,7.18182,0.66667,6.33333,0.54545,0.27273
Katie Ledden,2.0,72.0,G,Sophomore,New Hampshire,AmEast,Rhode Island,A10,113.0,26.0,2.0,19.0,4.0,1.0,1.2381,0.09524,0.90476,0.19048,0.04762
Jazzy Owens-Barnett,30.0,67.0,G,Junior,North Texas,American,Rice,American,235.48,58.0,26.0,20.0,7.0,0.0,4.83333,2.16667,1.66667,0.58333,0.0
Courtney Swider,,,,,Wofford,SoCon,Richmond,A10,,,,,,,,,,,
Winner Bartholomew,24.0,73.0,F,Freshman,Pacific,WCC,Rider,MAAC,498.28,233.0,21.0,107.0,16.0,6.0,8.32143,0.75,3.82143,0.57143,0.21429
Camryn Collins,2.0,69.0,G,Freshman,Northeastern,CAA,Rider,MAAC,810.38,249.0,43.0,90.0,37.0,7.0,8.89286,1.53571,3.21429,1.32143,0.25
Jayla Smith,,,,,Missouri,SEC,Purdue,Big Ten,,,,,,,,,,,
Rashunda Jones,,,,,Michigan St.,Big Ten,Purdue,Big Ten,,,,,,,,,,,
Naomi Barnwell,7.0,73.0,G,Senior,Iona,MAAC,Robert Morris,Horizon,423.44,139.0,10.0,99.0,21.0,23.0,4.63333,0.33333,3.3,0.7,0.76667
Simone Morris,35.0,70.0,G,Senior,Northern Ariz.,Big Sky,Robert Morris,Horizon,31.67,13.0,0.0,2.0,2.0,1.0,3.25,0.0,0.5,0.5,0.25
Katelyn Chomko,5.0,67.0,G,Junior,ULM,Sun Belt,Robert Morris,Horizon,297.0,91.0,7.0,34.0,13.0,1.0,4.33333,0.33333,1.61905,0.61905,0.04762
Hailey Unger,23.0,68.0,G,Junior,Tiffin,G-MAC,Robert Morris,Horizon,1.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kiyomi McMiller,,,,,Penn St.,Big Ten,Rutgers,Big Ten,,,,,,,,,,,
Raissa Nsabua,1.0,70.0,G,Senior,Southeast Mo. St.,OVC,Robert Morris,Horizon,759.45,165.0,64.0,143.0,28.0,7.0,5.5,2.13333,4.76667,0.93333,0.23333
Micah O'Dell,11.0,72.0,G,Sophomore,Mercer,SoCon,Robert Morris,Horizon,356.76,105.0,11.0,54.0,7.0,4.0,3.75,0.39286,1.92857,0.25,0.14286
Mya Petticord,3.0,69.0,G,Junior,Auburn,SEC,Rutgers,Big Ten,807.65,220.0,47.0,70.0,19.0,6.0,6.66667,1.42424,2.12121,0.57576,0.18182
Lisa Thompson,,,,,Missouri,SEC,Rutgers,Big Ten,,,,,,,,,,,
Ava Stoller,,,,,Eastern Ill.,OVC,SIUE,OVC,,,,,,,,,,,
Faith Blackstone,12.0,72.0,G,Senior,Rutgers,Big Ten,SFA,Southland,1089.91,481.0,74.0,199.0,58.0,16.0,14.57576,2.24242,6.0303,1.75758,0.48485
TK Pitts,2.0,73.0,G,Junior,Houston,Big 12,SMU,ACC,797.25,190.0,49.0,146.0,69.0,15.0,6.33333,1.63333,4.86667,2.3,0.5
Jessica Peterson,35.0,74.0,F,Senior,Miami (FL),ACC,SMU,ACC,892.94,310.0,26.0,360.0,16.0,27.0,10.33333,0.86667,12.0,0.53333,0.9
Sandra Magolico,13.0,74.0,F,Senior,Hofstra,CAA,SMU,ACC,213.56,44.0,2.0,49.0,8.0,10.0,1.62963,0.07407,1.81481,0.2963,0.37037
Kylie Marshall,22.0,71.0,G,Sophomore,James Madison,Sun Belt,SMU,ACC,456.99,142.0,14.0,49.0,16.0,3.0,4.73333,0.46667,1.63333,0.53333,0.1
Brianna McLeod,25.0,75.0,F,Sophomore,James Madison,Sun Belt,SMU,ACC,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jemma Amoore,2.0,64.0,G,Freshman,IU Indy,Horizon,Sacramento St.,Big Sky,62.89,11.0,1.0,8.0,5.0,0.0,0.61111,0.05556,0.44444,0.27778,0.0
Nicole Rodriguez,,,,,Portland,WCC,SMU,ACC,575.38,227.0,23.0,54.0,18.0,2.0,9.86957,1.0,2.34783,0.78261,0.08696
Lina Falk,22.0,74.0,G,Sophomore,Pepperdine,WCC,Sacramento St.,Big Sky,957.21,269.0,22.0,129.0,41.0,10.0,9.60714,0.78571,4.60714,1.46429,0.35714
Ella Brow,5.0,68.0,G,Junior,Baylor,Big 12,SMU,ACC,324.9,85.0,38.0,30.0,4.0,1.0,6.07143,2.71429,2.14286,0.28571,0.07143
Paula Haw,,,,,California Baptist,WAC,Sacramento St.,Big Sky,,,,,,,,,,,
Madison Butcher,,,,,Cal Poly,Big West,Sacramento St.,Big Sky,,,,,,,,,,,
Sofia Alonso,12.0,68.0,G,Freshman,California Baptist,WAC,Sacramento St.,Big Sky,232.15,59.0,25.0,26.0,11.0,3.0,6.55556,2.77778,2.88889,1.22222,0.33333
Ciara Brannon,22.0,73.0,F,Senior,Texas Southern,SWAC,Sacred Heart,MAAC,191.57,23.0,5.0,27.0,2.0,6.0,0.95833,0.20833,1.125,0.08333,0.25
Ny'Ceara Pryor,1.0,63.0,G,Junior,Texas A&M,SEC,Sacred Heart,MAAC,942.51,547.0,110.0,171.0,116.0,7.0,19.53571,3.92857,6.10714,4.14286,0.25
Nya Robertson,3.0,67.0,G,Sophomore,Tennessee,SEC,SMU,ACC,925.66,499.0,46.0,80.0,31.0,10.0,18.48148,1.7037,2.96296,1.14815,0.37037
Ineivi Plata,10.0,63.0,G,Freshman,Fla. Atlantic,American,Saint Francis,NEC,879.64,168.0,82.0,102.0,42.0,6.0,5.6,2.73333,3.4,1.4,0.2
Alary Bell,34.0,74.0,F,Sophomore,Longwood,Big South,Saint Francis,NEC,226.42,87.0,6.0,75.0,5.0,6.0,4.35,0.3,3.75,0.25,0.3
Fanta Daffe,32.0,70.0,F,Senior,Kennesaw St.,CUSA,Saint Francis,NEC,34.17,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.66667,0.11111,0.11111
Brianna Wooldridge,25.0,74.0,F,Junior,Tennessee St.,OVC,SIUE,OVC,537.2,183.0,18.0,119.0,8.0,7.0,6.77778,0.66667,4.40741,0.2963,0.25926
Marissa Shelton,4.0,68.0,G,Junior,A&M-Corpus Christi,Southland,Saint Francis,NEC,662.45,214.0,24.0,74.0,10.0,0.0,7.13333,0.8,2.46667,0.33333,0.0
Natalie Johnson,5.0,68.0,G,Junior,Akron,MAC,Saint Francis,NEC,595.01,290.0,37.0,80.0,27.0,3.0,10.0,1.27586,2.75862,0.93103,0.10345
Jade Campbell,3.0,72.0,F,Junior,Niagara,MAAC,Saint Francis,NEC,268.49,107.0,4.0,89.0,6.0,2.0,4.45833,0.16667,3.70833,0.25,0.08333
Destini Ward,24.0,68.0,G,Sophomore,Ga. Southern,Sun Belt,Saint Francis,NEC,620.57,250.0,25.0,90.0,29.0,6.0,11.36364,1.13636,4.09091,1.31818,0.27273
Lizzy Gruber,42.0,76.0,F,Sophomore,Maine,AmEast,Saint Joseph's,A10,,,,,,,,,,,
Tierra Simon,12.0,73.0,F,Senior,Richmond,A10,Saint Louis,A10,942.62,282.0,31.0,285.0,37.0,32.0,8.8125,0.96875,8.90625,1.15625,1.0
Kameryn Dorsey,1.0,66.0,G,Sophomore,Binghamton,AmEast,Saint Francis,NEC,21.44,7.0,3.0,5.0,1.0,0.0,7.0,3.0,5.0,1.0,0.0
Laura Ziegler,4.0,74.0,F,Junior,Louisville,ACC,Saint Joseph's,A10,1156.24,577.0,141.0,342.0,25.0,31.0,17.48485,4.27273,10.36364,0.75758,0.93939
Julianna Gibson,12.0,74.0,F,Junior,Central Ark.,ASUN,Saint Francis,NEC,566.7,153.0,17.0,91.0,7.0,7.0,5.1,0.56667,3.03333,0.23333,0.23333
Marcavia Shavers,25.0,74.0,F,Senior,ULM,Sun Belt,Saint Louis,A10,389.61,128.0,7.0,117.0,10.0,3.0,3.87879,0.21212,3.54545,0.30303,0.09091
Shun'teria Anumele,2.0,68.0,G,Freshman,Houston,Big 12,Saint Louis,A10,692.85,308.0,30.0,79.0,41.0,0.0,9.05882,0.88235,2.32353,1.20588,0.0
Nadia Bernard,,,,,CSUN,Big West,Saint Mary's (CA),WCC,,,,,,,,,,,
Zeryhia Aokuso,24.0,70.0,G,Sophomore,Gonzaga,WCC,Saint Mary's (CA),WCC,650.34,238.0,92.0,78.0,32.0,5.0,9.15385,3.53846,3.0,1.23077,0.19231
Maia Jones,,,,,Santa Clara,WCC,Saint Mary's (CA),WCC,,,,,,,,,,,
Iyanna Cotten,2.0,67.0,G,Freshman,Southern Conn. St.,NE10,Saint Peter's,MAAC,19.13,8.0,1.0,0.0,0.0,0.0,0.61538,0.07692,0.0,0.0,0.0
Brooklyn Gray,,,,,Rhode Island,A10,Saint Louis,A10,,,,,,,,,,,
Rita Nazario,,,,,CSUN,Big West,Saint Louis,A10,,,,,,,,,,,
Linda Amaning,25.0,75.0,F,Sophomore,Central Ark.,ASUN,Saint Peter's,MAAC,601.91,154.0,23.0,107.0,29.0,12.0,5.31034,0.7931,3.68966,1.0,0.41379
Yanessa Boyd,0.0,69.0,G,Sophomore,ETSU,SoCon,Saint Francis,NEC,733.58,187.0,42.0,97.0,18.0,6.0,6.92593,1.55556,3.59259,0.66667,0.22222
Fatmata Janneh,44.0,73.0,F,Sophomore,Texas A&M,SEC,Saint Peter's,MAAC,968.43,528.0,70.0,335.0,50.0,24.0,18.2069,2.41379,11.55172,1.72414,0.82759
Alonya Waldon,11.0,65.0,G,Sophomore,North Florida,ASUN,Samford,SoCon,450.64,175.0,26.0,43.0,17.0,1.0,6.48148,0.96296,1.59259,0.62963,0.03704
Kennedy Langham,,,,,Butler,Big East,Samford,SoCon,,,,,,,,,,,
Debora Dos Santos,13.0,72.0,F,Senior,Idaho,Big Sky,San Francisco,WCC,355.17,181.0,18.0,108.0,21.0,23.0,12.92857,1.28571,7.71429,1.5,1.64286
Khylee Pepe,,,,,Long Beach St.,Big West,San Diego St.,MWC,,,,,,,,,,,
Elle Papahronis,4.0,71.0,G,Sophomore,Southwestern Okla.,GAC,San Francisco,WCC,521.39,115.0,19.0,104.0,18.0,2.0,3.70968,0.6129,3.35484,0.58065,0.06452
Lorena Barbosa,10.0,77.0,F,Senior,Idaho,Big Sky,San Francisco,WCC,107.26,45.0,1.0,15.0,4.0,1.0,4.09091,0.09091,1.36364,0.36364,0.09091
Meghan Fiso,13.0,70.0,G,Senior,Pepperdine,WCC,San Diego St.,MWC,391.82,55.0,17.0,37.0,8.0,5.0,2.03704,0.62963,1.37037,0.2963,0.18519
Angeliki Ziaka,11.0,69.0,G,Freshman,Davidson,A10,San Francisco,WCC,792.38,239.0,96.0,90.0,49.0,26.0,7.96667,3.2,3.0,1.63333,0.86667
Veronica Sheffey,4.0,69.0,G,Junior,TCU,Big 12,San Diego St.,MWC,960.49,351.0,87.0,103.0,39.0,5.0,11.32258,2.80645,3.32258,1.25806,0.16129
Sofia Kelemeni,,,,,San Diego St.,MWC,San Jose St.,MWC,,,,,,,,,,,
Finau Tonga,44.0,74.0,F,Senior,Minnesota,Big Ten,San Jose St.,MWC,75.3,29.0,4.0,21.0,2.0,0.0,5.8,0.8,4.2,0.4,0.0
Nailea Nicholas,3.0,72.0,F,Junior,ULM,Sun Belt,San Jose St.,MWC,418.64,78.0,26.0,71.0,16.0,5.0,2.68966,0.89655,2.44828,0.55172,0.17241
Finau Tonga,31.0,74.0,F,Junior,Minnesota,Big Ten,San Jose St.,MWC,425.73,197.0,18.0,120.0,6.0,6.0,7.88,0.72,4.8,0.24,0.24
Malia Latu,0.0,68.0,G,Senior,Saint Mary's (CA),WCC,Santa Clara,WCC,843.93,306.0,69.0,118.0,28.0,9.0,10.55172,2.37931,4.06897,0.96552,0.31034
Djessira Diawara,,,,,Fresno St.,MWC,San Jose St.,MWC,,,,,,,,,,,
Sydni Summers,0.0,65.0,G,Sophomore,UNLV,MWC,San Jose St.,MWC,142.7,45.0,11.0,13.0,4.0,0.0,9.0,2.2,2.6,0.8,0.0
Georgia Grigoropoulou,10.0,75.0,F,Junior,Saint Mary's (CA),WCC,Santa Clara,WCC,419.45,121.0,24.0,138.0,5.0,20.0,4.17241,0.82759,4.75862,0.17241,0.68966
Sophie Benharouga,77.0,74.0,F,Senior,Wichita St.,American,Seattle U,WAC,193.89,67.0,11.0,45.0,3.0,5.0,7.44444,1.22222,5.0,0.33333,0.55556
Erin Houpt,,,,,Boston College,ACC,San Diego St.,MWC,,,,,,,,,,,
Madison Naro,,,,,UC Santa Barbara,Big West,Santa Clara,WCC,,,,,,,,,,,
Paris Santacaterina,22.0,67.0,G,Junior,Central Ark.,ASUN,San Diego,WCC,63.83,15.0,4.0,6.0,3.0,0.0,2.5,0.66667,1.0,0.5,0.0
Claire Johnson,1.0,69.0,G,Freshman,Nebraska,Big Ten,Samford,SoCon,701.16,317.0,50.0,66.0,28.0,1.0,12.19231,1.92308,2.53846,1.07692,0.03846
Olivia Moore,11.0,69.0,G,Sophomore,South Dakota,Summit,Seattle U,WAC,655.33,191.0,58.0,36.0,23.0,3.0,8.30435,2.52174,1.56522,1.0,0.13043
Candy Edokpaigbe,23.0,71.0,G,Freshman,San Francisco,WCC,Seattle U,WAC,880.73,324.0,44.0,147.0,53.0,18.0,11.17241,1.51724,5.06897,1.82759,0.62069
Nicole Melious,10.0,68.0,G,Sophomore,Siena,MAAC,Seton Hall,Big East,46.15,9.0,0.0,7.0,1.0,0.0,2.25,0.0,1.75,0.25,0.0
Joniyah Bland-Fitzpatrick,,,,,Bowling Green,MAC,Seton Hall,Big East,,,,,,,,,,,
Eszter Turi,,,,,Saint Peter's,MAAC,Siena,MAAC,,,,,,,,,,,
Teresa Seppala,7.0,72.0,G,Junior,Tulsa,American,Siena,MAAC,1010.05,467.0,67.0,174.0,48.0,15.0,16.67857,2.39286,6.21429,1.71429,0.53571
Rachel Leggett,,,,,Troy,Sun Belt,South Alabama,Sun Belt,,,,,,,,,,,
Aniya Hooker,,,,,Santa Clara,WCC,Siena,MAAC,,,,,,,,,,,
Michiyah Simmons,4.0,66.0,G,Junior,Fla. Atlantic,American,South Alabama,Sun Belt,485.97,200.0,33.0,65.0,19.0,1.0,7.69231,1.26923,2.5,0.73077,0.03846
Naomi Smitherman,3.0,73.0,F,Junior,Little Rock,OVC,South Alabama,Sun Belt,164.22,17.0,4.0,31.0,3.0,2.0,0.94444,0.22222,1.72222,0.16667,0.11111
MiLaysia Fulwiley,,,,,LSU,SEC,South Carolina,SEC,,,,,,,,,,,
Amyria Walker,5.0,64.0,G,Junior,Texas St.,Sun Belt,South Alabama,Sun Belt,591.48,262.0,48.0,61.0,16.0,1.0,9.35714,1.71429,2.17857,0.57143,0.03571
Jordan Rosier,24.0,69.0,G,Senior,UAB,American,South Alabama,Sun Belt,190.55,52.0,10.0,15.0,2.0,0.0,7.42857,1.42857,2.14286,0.28571,0.0
Carley Duffney,,,,,Green Bay,Horizon,South Dakota,Summit,,,,,,,,,,,
Viki Matulevicius,,,,,Towson,CAA,South Dakota,Summit,,,,,,,,,,,
Justice Tramble,15.0,73.0,G,Freshman,Northeastern,CAA,South Carolina St.,MEAC,466.08,107.0,3.0,117.0,16.0,7.0,3.68966,0.10345,4.03448,0.55172,0.24138
Ava Cossette,,,,,Montana,Big Sky,South Dakota,Summit,,,,,,,,,,,
Sakima Walker,,,,,California,ACC,South Carolina,SEC,,,,,,,,,,,
Ana Conde,10.0,72.0,G,Freshman,Denver,Summit,Siena,MAAC,476.52,94.0,24.0,97.0,10.0,3.0,3.03226,0.77419,3.12903,0.32258,0.09677
Zoe Richardson,33.0,73.0,G,Freshman,USC Upstate,Big South,Siena,MAAC,90.13,19.0,3.0,6.0,1.0,1.0,1.35714,0.21429,0.42857,0.07143,0.07143
Addison Klosterbuer,11.0,71.0,G,Freshman,North Dakota,Summit,South Dakota,Summit,119.19,17.0,4.0,14.0,7.0,1.0,1.0,0.23529,0.82353,0.41176,0.05882
Myriam Traore,3.0,75.0,G,Freshman,Robert Morris,Horizon,Siena,MAAC,526.1,167.0,25.0,96.0,12.0,13.0,7.26087,1.08696,4.17391,0.52174,0.56522
Ruthie Loomis-Goltl,32.0,75.0,F,Freshman,Northern Colo.,Big Sky,South Dakota,Summit,19.83,4.0,0.0,3.0,0.0,0.0,0.5,0.0,0.375,0.0,0.0
Gabby Wilke,1.0,74.0,F,Freshman,Butler,Big East,South Dakota,Summit,542.83,165.0,14.0,66.0,5.0,9.0,5.89286,0.5,2.35714,0.17857,0.32143
Vittoria Blasigh,5.0,69.0,G,Sophomore,Miami (FL),ACC,South Fla.,American,883.92,352.0,60.0,91.0,30.0,6.0,10.35294,1.76471,2.67647,0.88235,0.17647
Haleigh Timmer,,,,,Oklahoma St.,Big 12,South Dakota St.,Summit,,,,,,,,,,,
Jeniffer Silva,15.0,76.0,F,Junior,Western Ky.,CUSA,South Fla.,American,28.45,6.0,0.0,14.0,0.0,1.0,0.75,0.0,1.75,0.0,0.125
Romi Levy,23.0,74.0,G,Junior,Virginia,ACC,South Fla.,American,617.58,227.0,47.0,104.0,28.0,20.0,7.09375,1.46875,3.25,0.875,0.625
Skylar Barnes,,,,,Coppin St.,MEAC,Southeast Mo. St.,OVC,,,,,,,,,,,
Brianna Hill,5.0,71.0,G,Sophomore,Chicago St.,NEC,Southeast Mo. St.,OVC,302.86,47.0,13.0,53.0,8.0,5.0,2.04348,0.56522,2.30435,0.34783,0.21739
Zoe Best,,,,,Charlotte,American,Southeast Mo. St.,OVC,,,,,,,,,,,
Amy Thompson,,,,,Tampa,Sunshine State,South Fla.,American,,,,,,,,,,,
Jenna Hopp,2.0,71.0,G,Sophomore,South Dakota,Summit,South Dakota St.,Summit,81.59,18.0,6.0,7.0,1.0,1.0,1.05882,0.35294,0.41176,0.05882,0.05882
Kennedy Claybrooks,10.0,66.0,G,Junior,Indiana St.,MVC,Southeast Mo. St.,OVC,231.29,65.0,31.0,35.0,17.0,0.0,9.28571,4.42857,5.0,2.42857,0.0
Hannah Coons,,,,,Oral Roberts,Summit,South Dakota,Summit,,,,,,,,,,,
Jaslynn Walter,,,,,McNeese,Southland,Southeastern La.,Southland,,,,,,,,,,,
Jariyah Williamson,1.0,66.0,G,Freshman,Delta St.,Gulf South,Southeast Mo. St.,OVC,506.73,82.0,28.0,69.0,29.0,0.0,3.15385,1.07692,2.65385,1.11538,0.0
Avari Berry,11.0,66.0,G,Sophomore,McNeese,Southland,Southeastern La.,Southland,413.76,57.0,33.0,38.0,31.0,3.0,1.9,1.1,1.26667,1.03333,0.1
Tyreona Sibley,7.0,68.0,G,Freshman,McNeese,Southland,Southeastern La.,Southland,392.12,105.0,21.0,101.0,28.0,2.0,3.5,0.7,3.36667,0.93333,0.06667
Kaili Chamberlin,6.0,69.0,G,Senior,McNeese,Southland,Southeastern La.,Southland,381.54,101.0,7.0,44.0,27.0,3.0,3.48276,0.24138,1.51724,0.93103,0.10345
Jalencia Pierre,1.0,65.0,G,Junior,McNeese,Southland,Southeastern La.,Southland,786.48,238.0,115.0,102.0,61.0,1.0,7.93333,3.83333,3.4,2.03333,0.03333
Dominique Darius,,,,,Syracuse,ACC,Southern California,Big Ten,,,,,,,,,,,
Avery Howell,23.0,72.0,G,Freshman,Washington,Big Ten,Southern California,Big Ten,728.84,261.0,31.0,104.0,29.0,10.0,7.45714,0.88571,2.97143,0.82857,0.28571
Gift Uchenna,15.0,75.0,F,Junior,Wisconsin,Big Ten,Southern Ill.,MVC,832.85,411.0,13.0,368.0,26.0,59.0,14.17241,0.44828,12.68966,0.89655,2.03448
Mo'Nique Joseph,13.0,73.0,F,Junior,McNeese,Southland,Southeastern La.,Southland,63.89,3.0,1.0,8.0,3.0,0.0,0.1875,0.0625,0.5,0.1875,0.0
Seairra Hughes,21.0,72.0,F,Junior,Bellarmine,ASUN,Southern Ill.,MVC,641.91,235.0,23.0,168.0,28.0,19.0,9.03846,0.88462,6.46154,1.07692,0.73077
Kayleigh Heckel,,,,,UConn,Big East,Southern California,Big Ten,,,,,,,,,,,
Mikaylah Manley,,,,,Louisiana,Sun Belt,Southern Miss.,Sun Belt,,,,,,,,,,,
Lexi Alexander,0.0,72.0,F,Junior,McNeese,Southland,Southeastern La.,Southland,657.72,201.0,23.0,177.0,35.0,11.0,6.7,0.76667,5.9,1.16667,0.36667
Jaime Gallatly,8.0,73.0,G,Freshman,CSU Bakersfield,Big West,Southern Miss.,Sun Belt,18.45,0.0,2.0,2.0,1.0,0.0,0.0,0.22222,0.22222,0.11111,0.0
Trinity Rowe,11.0,65.0,G,Freshman,Western Ky.,CUSA,Southern Miss.,Sun Belt,968.67,214.0,71.0,56.0,24.0,0.0,7.37931,2.44828,1.93103,0.82759,0.0
Jacorriah Bracey,,,,,UCF,Big 12,Southern Miss.,Sun Belt,,,,,,,,,,,
Micah Cooper,0.0,71.0,G,Freshman,Bradley,MVC,Southern Miss.,Sun Belt,302.96,68.0,24.0,53.0,6.0,2.0,2.51852,0.88889,1.96296,0.22222,0.07407
Imani Morris,,,,,Queens (NC),ASUN,Southern U.,SWAC,,,,,,,,,,,
Caitlin Frost,21.0,73.0,F,Freshman,Stony Brook,CAA,St. Bonaventure,A10,661.04,217.0,23.0,131.0,26.0,11.0,9.04167,0.95833,5.45833,1.08333,0.45833
Arianna Patton,2.0,65.0,G,Senior,McNeese,Southland,Southeastern La.,Southland,621.24,162.0,21.0,37.0,27.0,2.0,5.4,0.7,1.23333,0.9,0.06667
Allasia Washington,3.0,68.0,G,Junior,McNeese,Southland,Southeastern La.,Southland,435.64,149.0,11.0,63.0,29.0,3.0,6.47826,0.47826,2.73913,1.26087,0.13043
Aaliyah Gayles,3.0,69.0,G,Sophomore,Utah St.,MWC,Southern California,Big Ten,68.24,14.0,9.0,8.0,6.0,0.0,0.93333,0.6,0.53333,0.4,0.0
Lena Walz,0.0,70.0,G,Freshman,Mercyhurst,NEC,St. Bonaventure,A10,233.09,43.0,5.0,30.0,2.0,0.0,2.86667,0.33333,2.0,0.13333,0.0
Nadechka Laccen,2.0,66.0,G,Senior,NIU,MAC,St. Bonaventure,A10,215.84,74.0,13.0,33.0,9.0,2.0,6.72727,1.18182,3.0,0.81818,0.18182
Isabellah Middleton,14.0,69.0,G,Senior,Iona,MAAC,St. Bonaventure,A10,213.46,82.0,9.0,37.0,17.0,1.0,10.25,1.125,4.625,2.125,0.125
Nevaeh Wingate,22.0,72.0,F,Sophomore,NIU,MAC,St. John's (NY),Big East,79.1,5.0,0.0,18.0,2.0,1.0,0.3125,0.0,1.125,0.125,0.0625
Hannah Richardson,33.0,73.0,G,Freshman,Lipscomb,ASUN,St. Bonaventure,A10,525.49,126.0,14.0,55.0,6.0,12.0,4.84615,0.53846,2.11538,0.23077,0.46154
Amber Scalia,21.0,69.0,G,Junior,Miami (OH),MAC,St. Thomas (MN),Summit,867.39,415.0,83.0,99.0,22.0,0.0,14.82143,2.96429,3.53571,0.78571,0.0
Zoey Washington,11.0,68.0,G,Sophomore,Montana,Big Sky,St. Thomas (MN),Summit,26.09,5.0,2.0,3.0,2.0,0.0,2.5,1.0,1.5,1.0,0.0
Tess Heal,,,,,Kansas St.,Big 12,Stanford,ACC,,,,,,,,,,,
Jzaniya Harriel,,,,,SMU,ACC,Stanford,ACC,,,,,,,,,,,
Diawna Carter-Hartley,20.0,73.0,F,Sophomore,South Alabama,Sun Belt,Stetson,ASUN,499.71,193.0,25.0,144.0,13.0,9.0,8.77273,1.13636,6.54545,0.59091,0.40909
Zoe Shaw,,,,,UC Santa Barbara,Big West,St. Bonaventure,A10,,,,,,,,,,,
Sophia Fontaine,3.0,74.0,F,Freshman,Grand Canyon,WAC,Stetson,ASUN,102.35,25.0,0.0,13.0,3.0,6.0,2.08333,0.0,1.08333,0.25,0.5
Jayda Brown,,,,,Tulane,American,St. John's (NY),Big East,,,,,,,,,,,
Tyra Myers,30.0,65.0,G,Junior,Francis Marion,Conference Carolinas,Stetson,ASUN,243.38,66.0,14.0,14.0,3.0,0.0,4.125,0.875,0.875,0.1875,0.0
Dallysshya Moreno,12.0,72.0,F,Sophomore,Howard,MEAC,Stony Brook,CAA,431.01,94.0,7.0,112.0,8.0,9.0,3.35714,0.25,4.0,0.28571,0.32143
Liza Field,,,,,Buffalo,MAC,Stony Brook,CAA,,,,,,,,,,,
Tamar voor de Poort,20.0,72.0,G,Junior,A&M-Corpus Christi,Southland,St. Bonaventure,A10,153.85,14.0,5.0,11.0,0.0,1.0,0.6087,0.21739,0.47826,0.0,0.04348
Faith Wylder,22.0,78.0,F,Freshman,Mississippi St.,SEC,Stony Brook,CAA,21.36,5.0,0.0,3.0,2.0,0.0,0.83333,0.0,0.5,0.33333,0.0
KN'isha Godfrey,11.0,69.0,G,Junior,Florida,SEC,TCU,Big 12,94.26,25.0,13.0,14.0,4.0,0.0,1.66667,0.86667,0.93333,0.26667,0.0
Karyn Sanford,15.0,72.0,G,Junior,Utah St.,MWC,Tarleton St.,WAC,340.3,98.0,26.0,41.0,12.0,7.0,4.08333,1.08333,1.70833,0.5,0.29167
DaiJa Turner,24.0,75.0,F,Junior,Northwestern,Big Ten,TCU,Big 12,17.97,1.0,0.0,4.0,0.0,1.0,0.11111,0.0,0.44444,0.0,0.11111
Breauna Ware,5.0,68.0,G,Sophomore,Wisconsin,Big Ten,Stony Brook,CAA,940.53,413.0,59.0,109.0,32.0,3.0,14.75,2.10714,3.89286,1.14286,0.10714
Payton Fields,24.0,72.0,G,Senior,Arkansas St.,Sun Belt,St. Bonaventure,A10,148.25,27.0,11.0,18.0,7.0,0.0,2.45455,1.0,1.63636,0.63636,0.0
Faith Acker,,,,,Oklahoma St.,Big 12,Tarleton St.,WAC,,,,,,,,,,,
