fullName,jerseyNum,height,position,classYr,teamMarketTo,conferenceShortNameTo,teamMarketFrom,conferenceShortNameFrom,mins,ptsScored,ast,reb,stl,blk,ptsScoredPg,astPg,rebPg,stlPg,blkPg
McKenna Karlson,2.0,69.0,G,Freshman,,,New Hampshire,AmEast,49.91,0.0,1.0,2.0,2.0,0.0,0.0,0.07692,0.15385,0.15385,0.0
Angelina Banas,55.0,72.0,F,Sophomore,,,NJIT,AmEast,19.27,4.0,0.0,2.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0
Nevaeh Otis,1.0,68.0,G,Freshman,,,Niagara,MAAC,399.91,84.0,16.0,58.0,23.0,3.0,3.11111,0.59259,2.14815,0.85185,0.11111
LaNiya Scales,11.0,72.0,F,Freshman,,,N.C. Central,MEAC,98.97,16.0,2.0,9.0,4.0,6.0,1.77778,0.22222,1.0,0.44444,0.66667
Jemima Lacroix,14.0,71.0,F,Sophomore,,,Niagara,MAAC,300.97,40.0,6.0,69.0,13.0,6.0,1.90476,0.28571,3.28571,0.61905,0.28571
Karolina Andersson,20.0,71.0,G,Junior,,,New Hampshire,AmEast,15.84,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.4,0.2,0.0
Charlotte Climenhage,21.0,72.0,G,Sophomore,,,Nevada,MWC,123.5,10.0,2.0,8.0,2.0,0.0,1.11111,0.22222,0.88889,0.22222,0.0
Diarrah Sissoko,,,,,,,New Mexico St.,CUSA,,,,,,,,,,,
Asia Broughton,13.0,72.0,F,Junior,,,Nicholls,Southland,119.6,23.0,1.0,26.0,6.0,2.0,1.21053,0.05263,1.36842,0.31579,0.10526
Marypaz Martinez,24.0,69.0,G,Freshman,,,Nicholls,Southland,4.84,0.0,1.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0
Paris Bass,0.0,71.0,F,Freshman,,,North Dakota,Summit,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kailyn Peters,21.0,71.0,G,Junior,,,Nicholls,Southland,127.57,15.0,10.0,17.0,3.0,1.0,1.15385,0.76923,1.30769,0.23077,0.07692
Samia Greene,4.0,66.0,G,Freshman,,,Northeastern,CAA,129.31,20.0,5.0,16.0,5.0,0.0,1.66667,0.41667,1.33333,0.41667,0.0
Ceren Oturakci,10.0,73.0,F,Sophomore,,,Northern Ariz.,Big Sky,10.74,3.0,0.0,2.0,0.0,0.0,0.5,0.0,0.33333,0.0,0.0
Myana Cooksey,,,,,,,Niagara,MAAC,,,,,,,,,,,
Jaidyn Elam,11.0,71.0,G,Freshman,,,Oakland,Horizon,68.85,15.0,4.0,10.0,1.0,2.0,1.15385,0.30769,0.76923,0.07692,0.15385
Tylie Jones,5.0,72.0,G,Senior,,,New Mexico St.,CUSA,137.12,37.0,3.0,22.0,6.0,1.0,3.36364,0.27273,2.0,0.54545,0.09091
Chelsy Singleton,23.0,67.0,G,Sophomore,,,Northwestern St.,Southland,51.08,7.0,4.0,7.0,1.0,0.0,0.58333,0.33333,0.58333,0.08333,0.0
Sarai Estupiñan,,,,,,,Old Dominion,Sun Belt,,,,,,,,,,,
Kendyl Delimont,,,,,,,Omaha,Summit,,,,,,,,,,,
Grace Cave,20.0,67.0,G,Senior,,,Omaha,Summit,946.29,463.0,100.0,106.0,44.0,6.0,16.53571,3.57143,3.78571,1.57143,0.21429
Melika Samia,4.0,69.0,G,Freshman,,,Portland,WCC,84.05,28.0,2.0,11.0,1.0,1.0,1.33333,0.09524,0.52381,0.04762,0.04762
Joy Haltom,8.0,71.0,F,Sophomore,,,Portland St.,Big Sky,481.33,49.0,14.0,80.0,18.0,13.0,1.88462,0.53846,3.07692,0.69231,0.5
Sofia Llanos,0.0,72.0,G,Senior,,,Portland St.,Big Sky,110.96,20.0,8.0,15.0,6.0,3.0,2.5,1.0,1.875,0.75,0.375
Nia Jordan,21.0,73.0,G,Senior,,,Prairie View,SWAC,421.9,95.0,15.0,68.0,10.0,4.0,3.95833,0.625,2.83333,0.41667,0.16667
Talo Li-Uperesa,23.0,71.0,F,Junior,,,Northern Ariz.,Big Sky,13.54,1.0,2.0,1.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0
Alexis Reese,34.0,71.0,F,Junior,,,Northwestern St.,Southland,31.0,11.0,1.0,12.0,1.0,0.0,1.57143,0.14286,1.71429,0.14286,0.0
Ellie Southards,20.0,68.0,G,Freshman,,,Presbyterian,Big South,205.7,40.0,3.0,22.0,4.0,0.0,1.66667,0.125,0.91667,0.16667,0.0
Renna Schwieterman,30.0,72.0,F,Sophomore,,,Purdue Fort Wayne,Horizon,504.43,184.0,34.0,75.0,15.0,2.0,5.57576,1.0303,2.27273,0.45455,0.06061
Sonia Sato,11.0,72.0,G,Senior,,,Presbyterian,Big South,419.46,53.0,26.0,81.0,16.0,5.0,1.89286,0.92857,2.89286,0.57143,0.17857
Ashley Carrillo,3.0,67.0,G,Junior,,,Presbyterian,Big South,215.57,40.0,18.0,13.0,10.0,0.0,2.22222,1.0,0.72222,0.55556,0.0
Iyanna Rogers,3.0,74.0,F,Junior,,,Penn,Ivy League,59.36,15.0,3.0,11.0,1.0,5.0,1.15385,0.23077,0.84615,0.07692,0.38462
Skye Miller,24.0,71.0,G,Senior,,,Northwestern St.,Southland,35.55,4.0,2.0,1.0,0.0,1.0,0.66667,0.33333,0.16667,0.0,0.16667
Adout Ring,30.0,74.0,F,Junior,,,Presbyterian,Big South,60.41,8.0,3.0,13.0,0.0,2.0,1.0,0.375,1.625,0.0,0.25
Kirby Brown,15.0,72.0,F,Senior,,,Radford,Big South,143.06,38.0,3.0,26.0,3.0,1.0,1.9,0.15,1.3,0.15,0.05
Gabby Turco,31.0,70.0,G,Junior,,,Rider,MAAC,950.9,392.0,50.0,98.0,20.0,5.0,14.0,1.78571,3.5,0.71429,0.17857
Mariona Cos-Morales,13.0,73.0,G,Senior,,,Rider,MAAC,803.5,188.0,50.0,120.0,43.0,24.0,6.48276,1.72414,4.13793,1.48276,0.82759
Stephanie Theodossakos,,,,,,,Robert Morris,Horizon,,,,,,,,,,,
Madison O'Dell,3.0,66.0,G,Sophomore,,,Robert Morris,Horizon,121.46,36.0,5.0,4.0,2.0,0.0,2.57143,0.35714,0.28571,0.14286,0.0
Alexis Warren,34.0,73.0,F,Freshman,,,SIUE,OVC,6.43,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
Afia Owusu-Mensah,10.0,69.0,G,Junior,,,Sacred Heart,MAAC,142.1,16.0,4.0,15.0,2.0,2.0,0.69565,0.17391,0.65217,0.08696,0.08696
Thai Davis,2.0,66.0,G,Sophomore,,,Sacred Heart,MAAC,15.65,3.0,2.0,0.0,1.0,0.0,0.5,0.33333,0.0,0.16667,0.0
Airah Lavy,20.0,70.0,G,Freshman,,,Saint Francis,NEC,495.1,198.0,11.0,28.0,3.0,0.0,6.82759,0.37931,0.96552,0.10345,0.0
Kiana Moniz,2.0,65.0,G,Freshman,,,San Francisco,WCC,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mia Davis,10.0,72.0,G,Freshman,,,San Diego St.,MWC,293.04,93.0,18.0,45.0,9.0,2.0,3.72,0.72,1.8,0.36,0.08
Chantae Embry,33.0,73.0,F,Senior,,,SMU,ACC,411.48,176.0,17.0,104.0,16.0,4.0,11.73333,1.13333,6.93333,1.06667,0.26667
Jazlen Green,11.0,71.0,G,Senior,,,San Diego St.,MWC,417.89,118.0,23.0,51.0,21.0,10.0,4.06897,0.7931,1.75862,0.72414,0.34483
Nicole Benini,12.0,72.0,G,Freshman,,,Seattle U,WAC,67.82,6.0,2.0,10.0,0.0,0.0,0.46154,0.15385,0.76923,0.0,0.0
Jasmine Singleton,2.0,67.0,G,Junior,,,San Jose St.,MWC,135.04,21.0,18.0,18.0,6.0,1.0,4.2,3.6,3.6,1.2,0.2
Carmen Martinez Lopez,32.0,74.0,F,Freshman,,,SIUE,OVC,10.43,0.0,1.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,0.0
Indiya Bowen,3.0,69.0,G,Sophomore,,,Southeast Mo. St.,OVC,401.2,148.0,15.0,42.0,35.0,1.0,7.4,0.75,2.1,1.75,0.05
Somer Wilson,10.0,70.0,G,Junior,,,South Carolina St.,MEAC,7.12,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Allison O'Hanlon,,,,,,,Siena,MAAC,,,,,,,,,,,
Tristan Spearman,4.0,64.0,G,Freshman,,,Southeast Mo. St.,OVC,63.33,23.0,6.0,3.0,5.0,0.0,1.4375,0.375,0.1875,0.3125,0.0
Madison Roberts,,,,,,,Southeast Mo. St.,OVC,,,,,,,,,,,
Alex McGarrah,33.0,66.0,G,Freshman,,,Southeast Mo. St.,OVC,17.7,7.0,0.0,2.0,2.0,0.0,1.0,0.0,0.28571,0.28571,0.0
Briah Hampton,23.0,70.0,F,Junior,,,Southeast Mo. St.,OVC,289.34,51.0,9.0,68.0,14.0,16.0,2.04,0.36,2.72,0.56,0.64
Lara Aguzzi,23.0,71.0,G,Sophomore,,,Saint Peter's,MAAC,16.97,2.0,1.0,2.0,1.0,0.0,0.18182,0.09091,0.18182,0.09091,0.0
Alice Curman,20.0,69.0,G,Freshman,,,Southern Ill.,MVC,612.05,139.0,48.0,72.0,23.0,3.0,5.34615,1.84615,2.76923,0.88462,0.11538
Triniti Ralston,4.0,65.0,G,Sophomore,,,Southern Ind.,OVC,931.8,288.0,90.0,96.0,63.0,3.0,9.0,2.8125,3.0,1.96875,0.09375
KB Hadley,13.0,65.0,G,Junior,,,Siena,MAAC,585.89,132.0,49.0,51.0,20.0,0.0,4.4,1.63333,1.7,0.66667,0.0
Sheridan Liggett,15.0,69.0,G,Sophomore,,,Seattle U,WAC,627.62,149.0,65.0,67.0,29.0,4.0,5.13793,2.24138,2.31034,1.0,0.13793
Samantha Shanks,10.0,69.0,G,Junior,,,Southern Miss.,Sun Belt,245.31,24.0,20.0,26.0,13.0,0.0,0.92308,0.76923,1.0,0.5,0.0
Tionna Lidge,21.0,75.0,F,Senior,,,Southern U.,SWAC,637.45,225.0,10.0,158.0,22.0,33.0,6.61765,0.29412,4.64706,0.64706,0.97059
Maria Garcia,10.0,68.0,G,Sophomore,,,Southern Utah,WAC,9.13,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Georgia Woolley,5.0,72.0,G,Senior,,,Syracuse,ACC,954.16,463.0,104.0,117.0,46.0,19.0,15.96552,3.58621,4.03448,1.58621,0.65517
Zoey Davis,30.0,74.0,F,Freshman,,,Southern Utah,WAC,,,,,,,,,,,
Saniaa Wilson,21.0,72.0,F,Senior,,,Syracuse,ACC,341.77,116.0,6.0,89.0,10.0,12.0,4.46154,0.23077,3.42308,0.38462,0.46154
Chelsea Graiver,5.0,66.0,G,Junior,,,Stonehill,NEC,175.77,37.0,5.0,10.0,5.0,1.0,1.7619,0.2381,0.47619,0.2381,0.04762
Mylasia Smith,0.0,66.0,G,Freshman,,,Tarleton St.,WAC,21.59,9.0,1.0,4.0,1.0,1.0,1.5,0.16667,0.66667,0.16667,0.16667
Dominique Camp,24.0,68.0,G,Senior,,,Syracuse,ACC,642.4,124.0,117.0,48.0,33.0,7.0,4.27586,4.03448,1.65517,1.13793,0.24138
Anya McKenzie,2.0,74.0,F,Sophomore,,,Tarleton St.,WAC,89.01,8.0,0.0,21.0,4.0,3.0,0.53333,0.0,1.4,0.26667,0.2
Aurore Eyango,6.0,69.0,G,Junior,,,St. Bonaventure,A10,97.66,19.0,2.0,23.0,4.0,0.0,1.11765,0.11765,1.35294,0.23529,0.0
Nya Harmon,4.0,67.0,G,Senior,,,Texas Southern,SWAC,224.61,41.0,13.0,24.0,8.0,0.0,1.51852,0.48148,0.88889,0.2963,0.0
Maya Peat,54.0,78.0,F,Senior,,,Texas Tech,Big 12,327.7,101.0,16.0,61.0,7.0,9.0,3.25806,0.51613,1.96774,0.22581,0.29032
Kelly Mora,30.0,73.0,F,Sophomore,,,Texas Tech,Big 12,26.33,9.0,1.0,7.0,1.0,0.0,1.0,0.11111,0.77778,0.11111,0.0
Anela Thomas,,,,,,,Texas Southern,SWAC,,,,,,,,,,,
Desiree Ware,4.0,68.0,G,Junior,,,UAB,American,105.8,18.0,10.0,8.0,7.0,0.0,1.125,0.625,0.5,0.4375,0.0
Karma Wynn,,,,,,,Tulane,American,,,,,,,,,,,
Whitney Sullivan,23.0,75.0,F,Freshman,,,Tulsa,American,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuela Piljevic,6.0,72.0,G,Freshman,,,UAlbany,AmEast,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiana Mathis,11.0,68.0,G,Junior,,,Texas Southern,SWAC,425.53,108.0,26.0,55.0,18.0,4.0,3.48387,0.83871,1.77419,0.58065,0.12903
Victoria Baker,23.0,69.0,G,Junior,,,UC Davis,Big West,402.51,134.0,29.0,52.0,27.0,8.0,4.32258,0.93548,1.67742,0.87097,0.25806
Bria Shine,41.0,73.0,G,Senior,,,UC Davis,Big West,320.45,41.0,19.0,60.0,11.0,2.0,1.36667,0.63333,2.0,0.36667,0.06667
Izzy Forsyth,20.0,72.0,G,Junior,,,UC San Diego,Big West,735.59,214.0,23.0,122.0,15.0,16.0,7.37931,0.7931,4.2069,0.51724,0.55172
Kimiko Kennedy,,,,,,,UC Irvine,Big West,,,,,,,,,,,
MaKayla Noble,0.0,70.0,F,Freshman,,,UAlbany,AmEast,7.77,4.0,0.0,3.0,1.0,0.0,0.66667,0.0,0.5,0.16667,0.0
Damilola Sule,30.0,72.0,F,Senior,,,UC San Diego,Big West,115.71,42.0,6.0,39.0,1.0,1.0,2.8,0.4,2.6,0.06667,0.06667
Ally Stedman,24.0,69.0,G,Senior,,,UCF,Big 12,547.63,98.0,25.0,31.0,22.0,6.0,3.37931,0.86207,1.06897,0.75862,0.2069
Aleah James,1.0,67.0,G,Junior,,,UMES,MEAC,537.18,75.0,41.0,56.0,17.0,0.0,2.77778,1.51852,2.07407,0.62963,0.0
Malani Mastora,35.0,71.0,G,Freshman,,,UC Santa Barbara,Big West,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sille-Liis Mölder,2.0,70.0,G,Freshman,,,UMass Lowell,AmEast,527.29,65.0,19.0,69.0,12.0,3.0,2.70833,0.79167,2.875,0.5,0.125
Alana Swift,12.0,66.0,G,Senior,,,UNC Asheville,Big South,592.29,214.0,44.0,76.0,27.0,2.0,8.23077,1.69231,2.92308,1.03846,0.07692
Jayla Butler,21.0,65.0,G,Junior,,,UMES,MEAC,84.98,11.0,9.0,8.0,4.0,1.0,0.78571,0.64286,0.57143,0.28571,0.07143
Laney Bone,23.0,71.0,F,Senior,,,UNC Asheville,Big South,40.08,8.0,1.0,6.0,0.0,0.0,1.6,0.2,1.2,0.0,0.0
Trinty Barnes,4.0,67.0,G,Junior,,,UNC Asheville,Big South,165.2,38.0,4.0,16.0,5.0,2.0,2.23529,0.23529,0.94118,0.29412,0.11765
Marina Artero,,,,,,,Saint Francis,NEC,,,,,,,,,,,
Ofir Parpara,9.0,69.0,G,Freshman,,,UNCW,CAA,9.67,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
Eliana Sheplee,21.0,70.0,G,Freshman,,,UNI,MVC,34.39,7.0,1.0,6.0,1.0,0.0,0.77778,0.11111,0.66667,0.11111,0.0
Ali Hardwell,,,,,,,USC Upstate,Big South,359.98,95.0,26.0,30.0,12.0,2.0,4.31818,1.18182,1.36364,0.54545,0.09091
Ariana Peagler,14.0,67.0,G,Freshman,,,Southern Ill.,MVC,83.38,7.0,5.0,1.0,1.0,0.0,0.33333,0.2381,0.04762,0.04762,0.0
Cali Levine,12.0,66.0,G,Sophomore,,,USC Upstate,Big South,83.89,2.0,2.0,7.0,2.0,1.0,0.14286,0.14286,0.5,0.14286,0.07143
Senali Moss,2.0,67.0,G,Junior,,,Stetson,ASUN,6.75,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Ayanna Jackson,12.0,72.0,F,Sophomore,,,UNC Greensboro,SoCon,53.81,13.0,1.0,8.0,1.0,0.0,1.08333,0.08333,0.66667,0.08333,0.0
Makayla Waleed,,,,,,,Temple,American,,,,,,,,,,,
Jamaya Perry,32.0,73.0,F,Sophomore,,,UT Arlington,WAC,16.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16667,0.0,0.0
JaNai Coleman,33.0,68.0,G,Freshman,,,UTRGV,Southland,7.65,1.0,1.0,0.0,0.0,0.0,0.33333,0.33333,0.0,0.0,0.0
Chynell Mitchell,20.0,73.0,F,Senior,,,UTRGV,Southland,550.03,157.0,27.0,131.0,15.0,11.0,5.60714,0.96429,4.67857,0.53571,0.39286
Brianna Sanchez,30.0,74.0,F,Senior,,,UTRGV,Southland,76.66,15.0,2.0,20.0,1.0,4.0,0.65217,0.08696,0.86957,0.04348,0.17391
Taylor Meyners,15.0,67.0,G,Sophomore,,,UTRGV,Southland,17.02,0.0,3.0,1.0,1.0,1.0,0.0,0.3,0.1,0.1,0.1
Gracie Johnson,15.0,77.0,F,Sophomore,,,Utah St.,MWC,245.35,63.0,11.0,63.0,5.0,25.0,2.73913,0.47826,2.73913,0.21739,1.08696
Kayana Armbrister,23.0,72.0,G,Sophomore,,,UT Martin,OVC,202.74,66.0,7.0,42.0,11.0,18.0,2.44444,0.25926,1.55556,0.40741,0.66667
Isabella Tanedo,2.0,65.0,G,Junior,,,Utah St.,MWC,200.54,44.0,4.0,13.0,8.0,0.0,1.83333,0.16667,0.54167,0.33333,0.0
Ellie Clawson,,,,,,,Utah Tech,WAC,,,,,,,,,,,
Abby Hendricks,4.0,66.0,G,Sophomore,,,Utah Valley,WAC,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kastyn Young,0.0,71.0,G,Freshman,,,Utah Tech,WAC,114.6,30.0,1.0,8.0,1.0,1.0,1.875,0.0625,0.5,0.0625,0.0625
Aspen Caldwell,2.0,67.0,G,Sophomore,,,Utah Valley,WAC,31.81,1.0,0.0,2.0,3.0,0.0,0.14286,0.0,0.28571,0.42857,0.0
Luisa Vydrova,23.0,73.0,F,Sophomore,,,UTEP,CUSA,817.18,269.0,39.0,154.0,23.0,8.0,9.60714,1.39286,5.5,0.82143,0.28571
Mahaila Harrison,7.0,72.0,G,Freshman,,,VCU,A10,27.86,8.0,1.0,3.0,2.0,1.0,0.61538,0.07692,0.23077,0.15385,0.07692
Alyssa Andrews,0.0,72.0,G,Senior,,,Wake Forest,ACC,261.2,54.0,14.0,55.0,7.0,2.0,4.15385,1.07692,4.23077,0.53846,0.15385
Hannah Hicks,,,,,,,West Ga.,ASUN,,,,,,,,,,,
Sydney Watkins,15.0,68.0,G,Senior,,,UMass Lowell,AmEast,849.56,198.0,73.0,115.0,71.0,16.0,7.33333,2.7037,4.25926,2.62963,0.59259
Lexi Rubel,12.0,73.0,F,Junior,,,UT Martin,OVC,817.17,118.0,60.0,165.0,31.0,5.0,3.80645,1.93548,5.32258,1.0,0.16129
Mauryah Jones,33.0,62.0,G,Freshman,,,UT Martin,OVC,25.88,11.0,2.0,6.0,1.0,0.0,1.375,0.25,0.75,0.125,0.0
Mykah Anderson,3.0,67.0,G,Senior,,,West Ga.,ASUN,657.39,200.0,67.0,82.0,38.0,1.0,7.40741,2.48148,3.03704,1.40741,0.03704
McKenna Macon,,,,,,,Western Mich.,MAC,,,,,,,,,,,
Lola Lesmond,23.0,72.0,G,Junior,,,Yale,Ivy League,93.3,21.0,0.0,3.0,0.0,0.0,1.61538,0.0,0.23077,0.0,0.0
Ashala Moseberry,24.0,70.0,G,Junior,,,West Virginia,Big 12,19.77,10.0,0.0,2.0,4.0,1.0,1.42857,0.0,0.28571,0.57143,0.14286
Abbie Davidson,14.0,65.0,G,Sophomore,,,Youngstown St.,Horizon,,,,,,,,,,,
Annabelle Schultz,1.0,67.0,G,Senior,,,Wofford,SoCon,966.0,252.0,33.0,126.0,51.0,3.0,9.69231,1.26923,4.84615,1.96154,0.11538
Logan Reed,,,,,UCF,Big 12,A&M-Corpus Christi,Southland,,,,,,,,,,,
Jaeda Whitner,3.0,65.0,G,Senior,Southern Ill.,MVC,A&M-Corpus Christi,Southland,427.22,106.0,14.0,24.0,4.0,1.0,3.78571,0.5,0.85714,0.14286,0.03571
Acacia Hayes,10.0,68.0,G,Junior,,,Western Ky.,CUSA,788.46,294.0,46.0,56.0,53.0,7.0,11.30769,1.76923,2.15385,2.03846,0.26923
Monae Duffy,10.0,70.0,F,Junior,UAB,American,A&M-Corpus Christi,Southland,498.1,151.0,24.0,157.0,25.0,17.0,5.80769,0.92308,6.03846,0.96154,0.65385
Paula Pique,22.0,73.0,G,Freshman,Cleveland St.,Horizon,Abilene Christian,WAC,220.3,38.0,11.0,27.0,6.0,2.0,1.31034,0.37931,0.93103,0.2069,0.06897
Shelbee Brown,3.0,72.0,F,Senior,UNLV,MWC,Akron,MAC,740.79,405.0,35.0,262.0,67.0,9.0,13.96552,1.2069,9.03448,2.31034,0.31034
Carlota Gomez Alonso,12.0,70.0,F,Junior,Fla. Southern,Sunshine State,Abilene Christian,WAC,56.7,10.0,4.0,11.0,4.0,0.0,0.58824,0.23529,0.64706,0.23529,0.0
Alexus Mobley,2.0,67.0,G,Senior,Loyola Chicago,A10,Akron,MAC,794.56,318.0,55.0,133.0,35.0,11.0,11.35714,1.96429,4.75,1.25,0.39286
Chloe Spreen,,,,,Indiana,Big Ten,Alabama,SEC,,,,,,,,,,,
Marina Asensio,1.0,68.0,G,Sophomore,,,Western Mich.,MAC,1013.58,399.0,140.0,88.0,29.0,4.0,13.75862,4.82759,3.03448,1.0,0.13793
Bria Beverly,,,,,,,Winthrop,Big South,252.97,39.0,6.0,39.0,6.0,1.0,1.44444,0.22222,1.44444,0.22222,0.03704
Maggie Stutelberg,32.0,71.0,G,Junior,,,Western Mich.,MAC,397.71,93.0,8.0,30.0,17.0,1.0,5.16667,0.44444,1.66667,0.94444,0.05556
April Hooks,3.0,68.0,G,Freshman,Florida A&M,SWAC,Alabama St.,SWAC,387.52,116.0,10.0,33.0,9.0,2.0,4.2963,0.37037,1.22222,0.33333,0.07407
Kamaria Gipson,,,,,UNC Asheville,Big South,Alabama A&M,SWAC,484.3,146.0,19.0,116.0,13.0,24.0,4.86667,0.63333,3.86667,0.43333,0.8
Kailyn Nash,12.0,70.0,F,Junior,Morgan St.,MEAC,Alabama A&M,SWAC,230.03,59.0,6.0,50.0,10.0,9.0,2.80952,0.28571,2.38095,0.47619,0.42857
Mara Neira,2.0,68.0,G,Senior,San Francisco,WCC,App State,Sun Belt,531.07,214.0,36.0,62.0,44.0,0.0,7.64286,1.28571,2.21429,1.57143,0.0
Camariyana Tavares,42.0,75.0,F,Sophomore,Indiana St.,MVC,Alabama St.,SWAC,193.71,29.0,0.0,39.0,4.0,5.0,1.11538,0.0,1.5,0.15385,0.19231
Hekla Nökkvadóttir,16.0,70.0,G,Freshman,Eckerd,Sunshine State,App State,Sun Belt,169.98,24.0,13.0,10.0,0.0,1.0,1.0,0.54167,0.41667,0.0,0.04167
Rylan Moffitt,15.0,72.0,F,Junior,UNC Greensboro,SoCon,App State,Sun Belt,491.79,171.0,19.0,130.0,16.0,23.0,6.10714,0.67857,4.64286,0.57143,0.82143
Georgia Gray,25.0,75.0,F,Senior,West Ga.,ASUN,App State,Sun Belt,28.55,2.0,0.0,7.0,1.0,0.0,0.28571,0.0,1.0,0.14286,0.0
Katarina Knezevic,34.0,72.0,F,Freshman,VCU,A10,Arizona,Big 12,276.13,67.0,16.0,46.0,11.0,3.0,2.79167,0.66667,1.91667,0.45833,0.125
Asjah Inniss,24.0,69.0,G,Senior,ULM,Sun Belt,App State,Sun Belt,369.61,95.0,29.0,43.0,11.0,1.0,3.65385,1.11538,1.65385,0.42308,0.03846
J'Mani Ingram,4.0,67.0,G,Senior,ULM,Sun Belt,App State,Sun Belt,240.38,83.0,11.0,58.0,6.0,0.0,3.32,0.44,2.32,0.24,0.0
Destiny Brown,5.0,76.0,F,Senior,UNLV,MWC,Alcorn,SWAC,725.87,345.0,67.0,207.0,23.0,54.0,12.77778,2.48148,7.66667,0.85185,2.0
Jorynn Ross,24.0,75.0,F,Sophomore,Houston,Big 12,Arizona,Big 12,110.4,19.0,1.0,13.0,2.0,1.0,1.05556,0.05556,0.72222,0.11111,0.05556
Jada Williams,,,,,Iowa St.,Big 12,Arizona,Big 12,,,,,,,,,,,
Skylar Jones,4.0,72.0,G,Sophomore,Louisville,ACC,Arizona,Big 12,798.7,341.0,57.0,96.0,52.0,5.0,10.65625,1.78125,3.0,1.625,0.15625
Mailien Rolf,13.0,70.0,G,Freshman,SMU,ACC,Arizona,Big 12,605.07,98.0,38.0,91.0,29.0,6.0,3.16129,1.22581,2.93548,0.93548,0.19355
Breya Cunningham,,,,,Texas,SEC,Arizona,Big 12,,,,,,,,,,,
Ajae Yoakum,,,,,Portland St.,Big Sky,Arizona,Big 12,519.67,192.0,21.0,101.0,12.0,9.0,10.66667,1.16667,5.61111,0.66667,0.5
Cordasia Harris,20.0,73.0,F,Senior,South Alabama,Sun Belt,Alabama St.,SWAC,679.57,253.0,17.0,202.0,20.0,29.0,10.54167,0.70833,8.41667,0.83333,1.20833
Cecilia Kay,32.0,74.0,F,Freshman,Saint Joseph's,A10,American,Patriot,992.95,344.0,12.0,268.0,20.0,43.0,11.46667,0.4,8.93333,0.66667,1.43333
Sahnya Jah,,,,,SMU,ACC,Arizona,Big 12,,,,,,,,,,,
Lauryn Swann,,,,,Rutgers,Big Ten,Arizona,Big 12,,,,,,,,,,,
Paulina Paris,,,,,SMU,ACC,Arizona,Big 12,,,,,,,,,,,
Jalyn Brown,,,,,Michigan St.,Big Ten,Arizona St.,Big 12,,,,,,,,,,,
Kennedy Basham,0.0,79.0,F,Junior,TCU,Big 12,Arizona St.,Big 12,704.41,181.0,25.0,209.0,9.0,83.0,5.65625,0.78125,6.53125,0.28125,2.59375
Kennedy Fauntleroy,10.0,67.0,G,Junior,East Carolina,American,Arizona St.,Big 12,536.16,191.0,55.0,72.0,35.0,5.0,8.68182,2.5,3.27273,1.59091,0.22727
Kadidia Toure,1.0,75.0,F,Junior,LIU,NEC,Arizona St.,Big 12,27.18,8.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Uriah Jennings,13.0,68.0,G,Sophomore,Francis Marion,Conference Carolinas,Ark.-Pine Bluff,SWAC,411.04,62.0,21.0,45.0,23.0,1.0,2.38462,0.80769,1.73077,0.88462,0.03846
Hanna Miller,21.0,74.0,F,Junior,North Dakota,Summit,Arizona St.,Big 12,80.56,14.0,4.0,16.0,1.0,1.0,1.75,0.5,2.0,0.125,0.125
Morasha Wiggins,30.0,72.0,G,Junior,Western Mich.,MAC,Arizona St.,Big 12,75.84,18.0,1.0,8.0,3.0,1.0,3.0,0.16667,1.33333,0.5,0.16667
D'Arrah Allen,5.0,68.0,G,Junior,Arkansas St.,Sun Belt,Ark.-Pine Bluff,SWAC,800.03,330.0,61.0,65.0,31.0,2.0,14.34783,2.65217,2.82609,1.34783,0.08696
Phoenix Stotjin,,,,,Indiana,Big Ten,Arkansas,SEC,,,,,,,,,,,
Vera Ojenuwa,22.0,76.0,F,Sophomore,Georgia,SEC,Arkansas,SEC,712.16,219.0,14.0,199.0,22.0,22.0,6.84375,0.4375,6.21875,0.6875,0.6875
