#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,Player,Team_prev,Previous Conf,Team,NewTeam,NewConf,ImageURL
33,Lauren Whittaker,Gonzaga Bulldogs,F,6-3,R-Freshman,"Canterbury, New Zealand",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,lauren whittaker,0,0,0,gonzaga,0,0,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/lauren_whittaker-1119.JPG?width=80&quality=90
3,Kate Schat,Santa Clara Broncos,G,5-9,Freshman,"Redwood Valley, CA",FreeAgent,14.0,14.0,26.5,42.0,1.0,22.0,11.0,4.0,2.0,1.0,1.0,3.0,9.0,2.0,3.0,3.0,10.0,2.0,2.0,2.0,2.0,22.0,11.0,4.0,2.0,1.0,1.0,3.0,3.0,10.0,3.0,9.0,2.0,4.0,4.0,0,kate schat,0,0,0,santa clara,0,0,https://santaclarabroncos.com/images/2025/9/18/schat_katieDJR13224.JPG?width=80&quality=90
4,Maddy Warberg,Santa Clara Broncos,G,5-11,Freshman,"Eugene, OR",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,maddy warberg,0,0,0,santa clara,0,0,https://santaclarabroncos.com/images/2025/9/18/warberg_maddyDJR13195.JPG?width=80&quality=90
5,Sara Schmerbach,Santa Clara Broncos,G,5-11,Freshman,"South Medford, OR",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,sara schmerbach,0,0,0,santa clara,0,0,https://santaclarabroncos.com/images/2025/9/18/schimerbach_saraDJR13228.JPG?width=80&quality=90
6,Sienna Grieger,Santa Clara Broncos,G,5-9,Freshman,"West Adelaide, Australia",FreeAgent,13.0,13.0,28.5,44.5,1.0,16.0,8.0,3.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,7.0,1.0,1.0,2.0,2.0,16.0,8.0,3.0,1.0,0.0,0.0,0.0,3.0,7.0,2.0,5.0,0.0,0.0,0.0,0,sienna grieger,0,0,0,santa clara,0,0,https://santaclarabroncos.com/images/2025/9/18/grieger_siennaDJR13186.JPG?width=80&quality=90
34,Tyler Gildersleeve-Stiles,Santa Clara Broncos,F,6-1,Freshman,"Snohomish, WA",FreeAgent,36.0,36.0,2.0,5.0,1.0,25.0,10.0,11.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,4.0,10.0,5.0,5.0,6.0,6.0,25.0,10.0,11.0,4.0,1.0,2.0,2.0,4.0,10.0,0.0,1.0,2.0,3.0,3.0,0,tyler gildersleeve-stiles,0,0,0,santa clara,0,0,https://images.sidearmdev.com/resize?url=https%3a%2f%2fdbukjj6eu5tsf.cloudfront.net%2fsidearm.sites%2fsantaclara.sidearmsports.com%2fimages%2f2025%2f9%2f18%2fgildersleevestiles_tylerDJR13266_mSdFb.JPG&width=80&type=webp&quality=90
7,Lucija Milkovic,Seattle U Redhawks,C,6-6,Junior,"Sibenik, Croatia",FreeAgent,14.0,14.0,2.0,42.0,1.0,14.0,4.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,3.0,4.0,4.0,14.0,4.0,7.0,0.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,Missouri,lucija milkovic,Lucija Milkovic,Missouri,SEC,seattle,Seattle U,WCC,https://goseattleu.com/imgproxy/Y2iEJjG--ZJ35FBiK4Lfio9DERkR5zXEcJ3JCMnnyuc/rs:fit:1980:0:0/g:ce/q:90/aHR0cHM6Ly9zdG9yYWdlLmdvb2dsZWFwaXMuY29tL2dvc2VhdHRsZXUtY29tLXByb2QvMjAyNS8xMC8wOS9tZktnSEdkYmZETFdsa0FyeG8xbnpleDd1MWUzd0dtZjlwclpUUTdiLnBuZw.png
2,Mali Ennis,Pacific Tigers,G,5-10,Sr.,"Burlingame, CA",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Mary's College,mali ennis,Mali Ennis,St. Mary's (CA),WCC,pacific,0,0,https://pacifictigers.com/images/2025/10/20/Mali_Ennis.png?width=80&quality=90
16,Elisa Mehyar,Oregon State Beavers,F,6-5,So.,"Copenhagen, Denmark",FreeAgent,0.0,0.0,32.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,elisa mehyar,Elisa Mehyar,Oregon State,WCC,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-10.jpg&width=603&height=803&gravity=north&type=webp
13,Ivana Krajina,Loyola Marymount Lions,G,5-11,Sr.,"Kastel Novi, Croatia",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Texas Tech,ivana krajina,Ivana Krajina,Texas Tech,Big 12,lmu,LMU (CA),WCC,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ivana_Krajina.jpg?width=80&quality=90
7,Lucia Navarro,Oregon State Beavers,G,6-0,Jr.,"Valencia, Spain",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,lucia navarro,Lucia Navarro,Oregon State,WCC,osu,0,0,https://images.sidearmdev.com/crop?url=https%3A%2F%2Fdxbhsrqyrr690.cloudfront.net%2Fsidearm.nextgen.sites%2Foregonstate.sidearmsports.com%2Fimages%2F2024%2F10%2F2%2FWBB_Headshot-12.jpg&width=603&height=803&gravity=north&type=webp
2,Vera Gunaydin,Gonzaga Bulldogs,G,5-9,Sr.,"Ankara, Turkey",FreeAgent,0.0,0.0,65.5,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Georgia Tech,vera gunaydin,Vera Gunaydin,Gonzaga,WCC,gonzaga,0,0,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/vera_gunaydin-7778.JPG?width=80&quality=90
